,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,gps_status,cgps_used,press_compass_status,f_mode,gps_pos_used,vehicle_type,error_flags1,gps_accH
20140120 15:31:12:683,-41,12.4,0.0,0.23,-23.560133,-46.7231,0.01,true,3,16,-0.89,310.9,-2.06,15,97,1,1,21,16,false,2,32,0.4
20140120 15:31:12:987,-41,12.4,0.0,0.27,-23.560133,-46.7231,0.01,true,3,16,-0.9,310.89,-2.07,15,97,1,1,21,16,false,2,32,0.4
20140120 15:31:13:189,-40,12.4,0.0,0.27,-23.560133,-46.7231,0.01,true,3,16,-0.9,310.89,-2.07,15,97,1,1,21,16,false,2,32,0.4
20140120 15:31:13:285,-36,12.4,0.0,0.26,-23.560133,-46.7231,0.01,true,3,16,-0.9,310.89,-2.07,15,97,1,1,21,16,false,2,32,0.4
20140120 15:31:13:389,-36,12.4,0.0,0.24,-23.560133,-46.7231,0.0,true,3,16,-0.9,310.89,-2.07,15,97,1,1,21,16,false,2,32,0.4
20140120 15:31:13:674,-38,12.4,0.0,0.2,-23.560133,-46.7231,0.0,true,3,16,-0.9,310.9,-2.06,15,97,1,1,21,16,false,2,32,0.4
20140120 15:31:13:864,-39,12.4,0.0,0.22,-23.560133,-46.7231,0.0,true,3,16,-0.89,310.9,-2.06,15,97,1,1,21,16,false,2,32,0.4
20140120 15:31:14:064,-37,12.4,0.0,0.23,-23.560133,-46.7231,0.01,true,3,16,-0.9,310.89,-2.06,15,97,1,1,21,16,false,2,32,0.4
20140120 15:31:14:270,-38,12.4,0.0,0.25,-23.560133,-46.7231,0.014142135,true,3,16,-0.9,310.89,-2.06,15,97,1,1,21,16,false,2,32,0.4
20140120 15:31:14:503,-39,12.4,0.0,0.24,-23.560133,-46.7231,0.0,true,3,16,-0.9,310.88,-2.07,15,97,1,1,21,16,false,2,32,0.4
20140120 15:31:14:699,-37,12.4,0.0,0.28,-23.560133,-46.7231,0.01,true,3,16,-0.9,310.88,-2.07,15,97,1,1,21,16,false,2,32,0.4
20140120 15:31:14:954,-39,12.4,0.0,0.28,-23.560133,-46.7231,0.0,true,3,16,-0.9,310.88,-2.07,15,97,1,1,21,16,false,2,32,0.4
20140120 15:31:15:248,-39,12.4,0.0,0.27,-23.560133,-46.7231,0.01,true,3,16,-0.89,310.88,-2.07,15,97,1,1,21,16,false,2,32,0.4
20140120 15:31:15:354,-37,12.4,0.0,0.25,-23.560133,-46.7231,0.0,true,3,16,-0.89,310.88,-2.07,15,97,1,1,21,16,false,2,32,0.4
20140120 15:31:15:854,-37,12.4,0.0,0.19,-23.560133,-46.7231,0.01,true,3,16,-0.89,310.87,-2.07,15,97,1,1,21,8,false,2,32,0.4
20140120 15:31:16:055,-38,12.4,0.0,0.15,-23.560133,-46.7231,0.01,true,3,16,-0.88,310.89,-2.06,15,97,1,1,21,8,false,2,32,0.4
20140120 15:31:16:339,-37,12.4,0.0,0.17,-23.560133,-46.7231,0.0,true,3,16,-0.9,310.9,-2.07,15,97,1,1,21,8,false,2,32,0.4
20140120 15:31:18:435,-36,12.4,0.0,-0.11,-23.560131,-46.7231,0.01,true,3,16,-0.9,311.22,-2.03,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:18:624,-37,12.4,0.0,-0.08,-23.560131,-46.7231,0.01,true,3,16,-0.9,311.25,-2.02,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:18:737,-36,12.4,0.0,-0.1,-23.560131,-46.7231,0.0,true,3,16,-0.91,311.26,-2.03,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:19:007,-40,12.4,0.0,-0.13,-23.560131,-46.7231,0.01,true,3,16,-0.91,311.28,-2.03,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:19:223,-36,12.4,0.0,-0.14,-23.560131,-46.7231,0.0,true,3,16,-0.9,311.3,-2.05,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:19:554,-38,12.4,0.0,-0.15,-23.560131,-46.7231,0.01,true,3,16,-0.89,311.32,-2.06,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:19:638,-37,12.4,0.0,-0.17,-23.560131,-46.7231,2.55,true,3,16,-0.88,311.33002,-1.98,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:19:817,-37,12.4,0.0,-0.12,-23.560131,-46.7231,0.01,true,3,16,-0.89,311.35,-1.98,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:19:896,-37,12.4,0.0,-0.12,-23.560131,-46.7231,0.01,true,3,16,-0.88,311.35,-2.01,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:20:085,-39,12.4,0.0,-0.08,-23.560131,-46.7231,2.5500195,true,3,16,-0.89,311.37,-2.0,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:20:311,-39,12.4,0.0,-0.06,-23.560131,-46.7231,2.55,true,3,16,-0.9,311.39,-2.01,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:20:497,-36,12.4,0.0,-0.12,-23.560131,-46.7231,2.56,true,3,16,-0.89,311.41998,-2.02,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:20:685,-39,12.4,0.0,-0.11,-23.560131,-46.7231,2.55,true,3,16,-0.9,311.45,-2.02,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:20:888,-40,12.4,0.0,-0.09,-23.560131,-46.7231,0.01,true,3,16,-0.89,311.47,-2.02,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:21:391,-39,12.4,0.0,-0.05,-23.56013,-46.7231,0.0,true,3,16,-0.9,311.52002,-1.98,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:21:577,-40,12.4,0.0,-0.06,-23.56013,-46.7231,0.01,true,3,16,-0.9,311.53998,-1.96,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:21:780,-37,12.4,0.0,-0.05,-23.56013,-46.7231,0.0,true,3,16,-0.91,311.55,-1.94,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:21:878,-37,12.4,0.0,-0.03,-23.56013,-46.7231,0.0,true,3,16,-0.9,311.57,-1.98,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:24:763,-43,12.0,0.0,2.92,-23.56013,-46.723103,0.10049876,true,3,16,2.72,310.68,1.18,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:24:848,-39,12.0,0.0,3.07,-23.56013,-46.723103,0.10049876,true,3,16,2.42,310.71002,1.18,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:24:950,-39,12.0,0.0,3.3,-23.56013,-46.723103,0.080622576,true,3,16,2.44,310.94,0.75,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:25:052,-43,12.0,0.0,3.43,-23.56013,-46.723103,0.080622576,true,3,16,2.48,311.13,0.55,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:25:129,-51,12.0,0.0,3.6,-23.560131,-46.723103,0.114017546,true,3,16,2.61,311.34,0.45,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:25:334,-37,11.9,0.0,3.91,-23.560131,-46.723103,0.084852815,true,3,16,3.75,311.32,1.19,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:25:658,-46,11.9,0.0,4.45,-23.560131,-46.723103,0.070710674,true,3,16,2.46,314.37,1.37,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:25:850,-38,11.9,0.0,4.84,-23.560131,-46.723103,0.031622775,true,3,16,0.97,318.2,0.91,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:26:032,-37,11.9,0.0,5.22,-23.560131,-46.723103,0.072111025,true,3,16,1.19,320.15,-0.93,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:26:329,-41,12.0,0.0,5.85,-23.560131,-46.723103,0.05656854,true,3,16,2.58,319.41,0.09,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:26:432,-39,12.0,0.0,6.0,-23.560131,-46.723103,0.05656854,true,3,16,3.05,319.02002,0.61,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:26:544,-37,12.0,0.0,6.18,-23.560131,-46.723103,0.09848858,true,3,16,3.59,318.69,0.72,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:26:748,-35,12.0,0.0,6.54,-23.560131,-46.723103,0.110453606,true,3,16,4.05,317.91,1.13,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:26:922,-32,12.0,0.0,6.79,-23.560131,-46.723103,0.111803405,true,3,16,3.67,317.71002,1.98,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:27:118,-36,12.0,0.0,6.95,-23.560131,-46.723103,0.13928388,true,3,16,3.14,317.66998,1.39,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:27:222,-37,12.0,0.0,7.08,-23.560131,-46.723103,0.1640122,true,3,16,3.43,317.72,0.57,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:27:511,-36,12.0,0.0,7.3,-23.560131,-46.723103,0.12806249,true,3,16,4.21,317.68,-0.03,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:27:799,-45,12.0,0.0,7.45,-23.560131,-46.723103,0.09433981,true,3,16,3.61,317.6,-0.12,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:28:805,-37,12.0,0.0,7.68,-23.560133,-46.723103,0.12,true,3,16,3.63,317.46002,1.71,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:29:177,-37,11.9,0.0,7.69,-23.560133,-46.723103,0.11661904,true,3,16,4.35,318.45,0.55,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:30:961,-49,12.0,0.0,8.98,-23.560131,-46.723106,0.8544004,true,3,16,5.07,319.09,7.6,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:31:165,-49,12.0,0.0,9.04,-23.560131,-46.723106,1.2847179,true,3,16,5.66,319.09,1.7,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:31:387,-40,12.0,0.0,9.16,-23.56013,-46.723106,1.3635981,true,3,16,7.14,319.01,-6.31,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:31:659,-43,12.0,0.0,9.29,-23.56013,-46.723106,1.3364505,true,3,16,5.01,319.46002,-9.45,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:31:848,-45,12.0,0.0,9.26,-23.560127,-46.72311,1.192015,true,3,16,3.26,320.15,-7.85,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:32:244,-47,12.0,0.0,9.31,-23.560123,-46.72311,0.8729834,true,3,16,-2.15,320.3,3.96,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:32:561,-37,12.0,0.0,9.39,-23.56012,-46.72311,0.65192026,true,3,16,-0.64,318.68,4.19,15,97,1,1,21,3,false,2,32,0.4
20140120 15:31:32:781,-44,12.0,0.0,9.39,-23.56012,-46.723114,0.6723094,true,3,16,1.03,317.75,2.58,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:32:832,-45,12.0,0.0,9.4,-23.56012,-46.723114,0.6723094,true,3,16,0.93,317.37,2.18,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:33:028,-42,11.9,0.0,9.37,-23.56012,-46.723114,0.700357,true,3,16,0.84,316.78998,-3.34,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:33:226,-44,11.9,0.0,9.35,-23.560118,-46.723114,0.7528612,true,3,16,2.73,316.97,-8.01,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:33:486,-39,11.9,0.0,9.33,-23.560118,-46.723114,0.61587334,true,3,16,4.79,317.97998,-2.5,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:33:663,-43,11.9,0.0,9.3,-23.560118,-46.723118,0.39204592,true,3,16,5.09,318.62,0.44,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:33:752,-42,11.9,0.0,9.27,-23.560116,-46.723118,0.35355338,true,3,16,4.62,318.85,0.26,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:34:032,-43,11.9,0.0,9.17,-23.560116,-46.723118,0.3482815,true,3,16,2.56,319.03,0.67,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:35:129,-41,11.9,0.0,9.24,-23.560112,-46.72312,0.2,true,3,16,2.5,318.24,-0.56,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:35:398,-37,11.9,0.0,9.26,-23.560112,-46.72312,0.16278821,true,3,16,2.98,318.01,-0.51,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:35:716,-42,11.9,0.0,9.25,-23.560112,-46.72312,0.13,true,3,16,2.63,317.49,0.96,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:36:298,-39,11.9,0.0,9.27,-23.560112,-46.72312,0.1992486,true,3,16,3.03,319.34,-2.13,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:36:509,-35,11.9,0.0,9.27,-23.560112,-46.72312,0.14035669,true,3,16,2.13,319.65,-2.02,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:37:201,-37,11.9,0.0,9.33,-23.560112,-46.72312,0.14142135,true,3,16,2.9,319.72998,2.72,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:37:396,-54,11.9,0.0,9.34,-23.560114,-46.72312,0.1456022,true,3,16,2.94,319.19,1.15,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:37:488,-55,11.9,0.0,9.35,-23.560114,-46.72312,0.16492422,true,3,16,3.05,318.91,0.57,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:37:691,-39,11.9,0.0,9.36,-23.560114,-46.72312,0.23600848,true,3,16,4.52,318.51,0.93,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:37:850,-39,11.9,0.0,9.36,-23.560114,-46.723125,0.29832867,true,3,16,5.95,318.4,0.8,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:38:066,-51,11.9,0.0,9.3,-23.560114,-46.723125,0.3383785,true,3,16,7.98,317.95,0.07,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:38:271,-56,11.9,0.0,9.21,-23.560114,-46.723125,0.32202485,true,3,16,7.66,317.78,-0.14,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:38:367,-50,11.9,0.0,9.15,-23.560114,-46.723125,0.35693136,true,3,16,7.2,317.77002,-0.16,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:38:770,-45,11.9,0.0,8.94,-23.560114,-46.723125,0.34205264,true,3,16,5.44,318.6,-5.63,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:39:086,-37,11.9,0.0,8.73,-23.560114,-46.723125,0.21095023,true,3,16,5.06,319.57,-8.67,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:39:358,-49,11.9,0.0,8.56,-23.560116,-46.723125,0.2385372,true,3,16,5.65,320.01,0.93,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:39:503,-41,11.9,0.0,8.51,-23.560116,-46.723125,0.2385372,true,3,16,5.05,319.91,2.33,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:39:661,-53,11.9,0.0,8.37,-23.560116,-46.723125,0.15811388,true,3,16,3.34,319.68,1.94,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:40:065,-39,11.9,0.0,8.05,-23.560116,-46.723125,0.092195444,true,3,16,4.47,319.64,-3.89,15,225,1,3,21,3,false,2,32,0.4
20140120 15:31:41:924,-38,11.8,0.0,7.07,-23.56012,-46.723125,0.16124515,true,3,16,5.35,317.57,0.21,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:42:126,-39,11.9,0.0,7.04,-23.56012,-46.723125,0.14866069,true,3,16,3.51,317.91998,-0.28,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:42:638,-39,11.9,0.0,6.98,-23.56012,-46.723125,0.18601075,true,3,16,2.28,317.91,0.0,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:42:746,-42,11.9,0.0,6.97,-23.56012,-46.72312,0.21931712,true,3,16,2.07,317.84,-0.04,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:43:300,-33,11.9,0.0,7.06,-23.560122,-46.72312,0.36055514,true,3,16,2.59,317.52002,2.81,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:43:742,-33,11.8,0.0,7.0,-23.560123,-46.723125,0.42544094,true,3,16,4.76,317.8,2.22,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:43:910,-39,11.8,0.0,7.0,-23.560123,-46.723125,0.42438188,true,3,16,5.03,318.22998,2.05,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:44:108,-33,11.8,0.0,6.97,-23.560123,-46.723125,0.41725293,true,3,16,4.93,318.49,1.79,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:44:547,-41,11.8,0.0,6.98,-23.560125,-46.723125,0.35355338,true,3,16,3.15,318.12,-0.42,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:44:689,-41,11.9,0.0,7.03,-23.560125,-46.723125,0.3624914,true,3,16,3.59,317.86,-0.71,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:44:889,-32,11.9,0.0,7.1,-23.560125,-46.723125,0.3623534,true,3,16,4.54,317.72998,-0.9,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:44:986,-32,11.9,0.0,7.13,-23.560125,-46.723125,0.31906113,true,3,16,4.45,317.62,-1.23,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:45:704,-36,11.9,0.0,7.14,-23.560127,-46.723125,0.18,true,3,16,5.54,318.28998,-4.68,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:45:732,-37,11.9,0.0,7.16,-23.560127,-46.723125,0.18,true,3,16,4.98,318.39,-3.25,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:45:871,-40,11.8,0.0,7.14,-23.560127,-46.723125,0.30413812,true,3,16,1.67,318.1,0.19,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:46:074,-49,11.8,0.0,7.18,-23.560127,-46.723125,0.39115217,true,3,16,-0.37,318.08002,2.83,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:46:278,-41,11.9,0.0,7.22,-23.56013,-46.723125,0.4494441,true,3,16,-0.92,317.95,4.01,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:46:577,-51,11.9,0.0,7.25,-23.56013,-46.723125,0.37947333,true,3,16,2.01,317.81,3.68,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:48:072,-34,11.8,0.0,7.32,-23.560133,-46.723125,0.39217344,true,3,16,4.8,317.8,0.62,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:48:339,-45,11.8,0.0,7.32,-23.560133,-46.723125,0.36345562,true,3,16,5.33,318.69,2.83,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:49:352,-37,11.8,0.0,7.17,-23.560131,-46.723133,0.5636488,true,3,16,4.87,318.01,0.04,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:49:666,-38,11.8,0.0,7.12,-23.560131,-46.723133,0.5420332,true,3,16,4.02,317.97,-0.78,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:49:769,-36,11.8,0.0,7.08,-23.560131,-46.723133,0.5323533,true,3,16,4.18,318.06,-0.74,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:49:927,-40,11.8,0.0,7.0,-23.560131,-46.723133,0.5263079,true,3,16,4.82,318.27002,-0.41,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:50:130,-39,11.8,0.0,6.98,-23.56013,-46.723137,0.532635,true,3,16,2.95,318.44,1.38,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:50:474,-40,11.8,0.0,6.99,-23.56013,-46.723137,0.53758717,true,3,16,1.38,319.14,-0.45,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:50:658,-30,11.9,0.0,6.99,-23.56013,-46.723137,0.5813777,true,3,16,2.02,319.58002,-0.61,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:50:906,-41,11.8,0.0,7.01,-23.56013,-46.72314,0.55758405,true,3,16,3.71,319.96002,-1.93,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:51:156,-41,11.8,0.0,7.01,-23.560127,-46.72314,0.5140039,true,3,16,3.2,320.03998,-1.47,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:51:419,-31,11.8,0.0,7.03,-23.560127,-46.72314,0.53000003,true,3,16,2.65,320.13,-0.41,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:51:657,-39,11.9,0.0,7.06,-23.560127,-46.72314,0.5,true,3,16,3.13,319.95,0.17,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:51:811,-31,11.8,0.0,7.07,-23.560125,-46.723145,0.490408,true,3,16,2.51,319.52002,-0.39,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:52:232,-37,11.8,0.0,7.04,-23.560125,-46.723145,0.57801384,true,3,16,2.7,319.27002,-1.05,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:52:529,-37,11.8,0.0,6.99,-23.560125,-46.723145,0.5420332,true,3,16,3.94,319.55,-0.75,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:52:694,-34,11.8,0.0,6.97,-23.560123,-46.723145,0.56859475,true,3,16,3.14,319.66998,-2.07,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:53:196,-41,11.8,0.0,6.95,-23.560122,-46.723145,0.4640043,true,3,16,-0.05,319.36,-1.32,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:54:180,-37,11.8,0.0,7.13,-23.560122,-46.72315,0.30083215,true,3,16,3.25,318.41,0.95,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:55:487,-39,11.8,0.0,7.08,-23.56012,-46.723152,0.4472136,true,3,16,13.2,318.61,-0.54,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:55:648,-39,11.8,0.0,7.12,-23.56012,-46.723152,0.67007464,true,3,16,13.4,318.41998,-1.07,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:55:849,-39,11.8,0.0,7.2,-23.560118,-46.723152,0.9729337,true,3,16,8.67,317.72998,-1.1,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:55:945,-37,11.8,0.0,7.23,-23.560116,-46.723152,1.239758,true,3,16,3.32,317.65,-0.51,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:56:156,-47,11.8,0.0,7.28,-23.560112,-46.72315,1.3426094,true,3,16,-2.19,318.38,-1.61,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:56:474,-49,11.8,0.0,7.36,-23.56011,-46.72315,1.2553884,true,3,16,-4.63,319.32,-3.84,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:56:656,-45,11.8,0.0,7.33,-23.560108,-46.72315,1.0375452,true,3,16,-3.38,319.97998,-2.75,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:56:873,-46,11.8,0.0,7.26,-23.560108,-46.72315,0.8292768,true,3,16,-1.94,320.41998,0.64,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:57:051,-59,11.8,0.0,7.19,-23.560108,-46.723145,0.63890535,true,3,16,-0.99,320.15,1.0,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:57:329,-50,11.8,0.0,7.12,-23.560106,-46.723145,0.3482815,true,3,16,-0.61,319.37,0.37,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:57:647,-45,11.8,0.0,7.04,-23.560106,-46.723145,0.25942242,true,3,16,0.19,318.99,2.14,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:57:835,-47,11.8,0.0,7.01,-23.560106,-46.723145,0.16278821,true,3,16,1.75,318.88,1.8,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:58:031,-42,11.8,0.0,6.96,-23.560106,-46.723145,0.0728011,true,3,16,1.63,318.71002,2.1,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:58:129,-46,11.8,0.0,6.95,-23.560106,-46.723145,0.036055513,true,3,16,1.43,318.65,1.84,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:58:437,-44,11.8,0.0,6.92,-23.560106,-46.723145,0.1029563,true,3,16,2.25,318.87,0.54,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:58:542,-43,11.8,0.0,6.89,-23.560106,-46.723145,0.16763054,true,3,16,2.67,319.02002,0.42,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:58:742,-42,11.8,0.0,6.9,-23.560106,-46.723145,0.18384777,true,3,16,3.22,319.26,-0.04,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:58:919,-47,11.8,0.0,6.94,-23.560106,-46.723145,0.2184033,true,3,16,3.52,319.35,0.15,15,225,1,3,21,21,false,2,32,0.4
20140120 15:31:59:112,-51,11.8,0.0,6.94,-23.560106,-46.723145,0.19235384,true,3,16,3.38,319.32,0.05,15,225,1,3,21,21,false,2,32,0.4
20140120 15:32:00:529,-51,11.8,0.0,7.12,-23.560106,-46.723145,0.0781025,true,3,16,2.11,319.28,0.82,15,225,1,3,21,21,false,2,32,0.4
20140120 15:32:01:864,-54,11.8,0.0,7.21,-23.560106,-46.723145,0.08,true,3,16,1.77,317.8,1.57,15,225,1,3,21,21,false,2,32,0.4
20140120 15:32:01:893,-62,11.8,0.0,7.19,-23.560106,-46.723145,0.08,true,3,16,1.77,317.72998,1.17,15,225,1,3,21,21,false,2,32,0.4
20140120 15:32:02:079,-43,11.8,0.0,7.18,-23.560106,-46.723145,0.05830952,true,3,16,2.2,317.8,0.32,15,225,1,3,21,23,false,2,32,0.4
20140120 15:32:02:197,-40,11.8,0.0,7.18,-23.560106,-46.723145,0.042426407,true,3,16,2.75,318.76,0.69,15,225,1,3,21,23,false,2,32,0.4
20140120 15:32:02:455,-49,11.8,0.0,7.18,-23.560106,-46.723145,0.050990198,true,3,16,2.7,325.69,1.69,15,225,1,3,21,23,false,2,32,0.4
20140120 15:32:02:656,-41,11.8,0.0,7.18,-23.560106,-46.723145,0.050990198,true,3,16,2.38,333.83002,1.01,15,225,1,3,21,23,false,2,32,0.4
20140120 15:32:02:858,-35,11.8,0.0,7.18,-23.560106,-46.723145,0.06324555,true,3,16,1.97,342.64,0.79,15,225,1,3,21,23,false,2,32,0.4
20140120 15:32:03:058,-49,11.8,0.0,7.16,-23.560106,-46.723145,0.08,true,3,16,1.43,351.01,0.98,15,225,1,3,21,23,false,2,32,0.4
20140120 15:32:03:266,-51,11.8,0.0,7.16,-23.560106,-46.723145,0.09055385,true,3,16,1.91,358.82,0.65,15,225,1,3,21,23,false,2,32,0.4
20140120 15:32:03:462,-49,11.8,0.0,7.18,-23.560106,-46.723145,0.110453606,true,3,16,2.54,6.260002,0.4,15,225,1,3,21,23,false,2,32,0.4
20140120 15:32:03:742,-36,11.8,0.0,7.18,-23.560106,-46.723145,0.09848858,true,3,16,1.71,16.160004,1.41,15,225,1,3,21,23,false,2,32,0.4
20140120 15:32:03:940,-37,11.8,0.0,7.17,-23.560106,-46.723145,0.084852815,true,3,16,1.64,23.080002,2.04,15,225,1,3,21,23,false,2,32,0.4
20140120 15:32:04:144,-34,11.8,0.0,7.11,-23.560106,-46.723145,0.06708204,true,3,16,1.54,30.060001,2.33,15,225,1,3,21,23,false,2,32,0.4
20140120 15:32:04:362,-42,11.8,0.0,7.18,-23.560108,-46.723145,0.06324555,true,3,16,0.36,36.89,2.23,15,225,1,3,21,23,false,2,32,0.4
20140120 15:32:04:546,-43,11.8,0.0,7.16,-23.560108,-46.723145,0.080622576,true,3,16,-0.16,43.86,2.42,15,225,1,3,21,23,false,2,32,0.4
20140120 15:32:04:855,-37,11.8,0.0,7.16,-23.560108,-46.723145,0.092195444,true,3,16,-0.76,54.32,2.74,15,225,1,3,21,23,false,2,32,0.4
